"Cause Name","total_attention_score","measure_id","measure_name","location_id","location_name","sex_id","sex_name","age_id","age_name","cause_id","metric_id","metric_name","year","DALY","upper","lower"
"Aortic aneurysm",43521,2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",501,1,"Number",2023,1424402.857,1517998.615,1287755.261
"Aortic aneurysm",43521,2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",501,1,"Number",2023,856173.018,1126169.511,633257.4879
"Aortic aneurysm",43521,2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",501,1,"Number",2023,3539.874585,4900.760651,2594.131266
"Aortic aneurysm",43521,2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",501,1,"Number",2023,436598.594,583782.8285,313419.1917
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",529,1,"Number",2023,198464.4082,287797.7785,135181.8543
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",529,1,"Number",2023,661357.5599,959580.7407,452980.931
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",529,1,"Number",2023,206518.5435,346777.2231,121856.6652
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",529,1,"Number",2023,41590.71496,49998.28202,35158.12377
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",529,1,"Number",2023,80317.33663,96207.2303,66278.12631
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",529,1,"Number",2023,46448.51793,63288.47711,32388.7769
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",529,1,"Number",2023,220269.7529,244936.5574,199407.5738
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",529,1,"Number",2023,762237.2902,1019493.512,584437.04
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",529,1,"Number",2023,226592.2114,371835.2562,137511.7944
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",529,1,"Number",2023,1453885.384,1949977.239,1092328.8
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",252,"Micronesia",3,"Both",22,"All ages",529,1,"Number",2023,39.78652815,57.48173833,26.66681003
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",251,"Melanesia",3,"Both",22,"All ages",529,1,"Number",2023,1022.897619,2072.918216,497.5198699
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",529,1,"Number",2023,1452156.455,1948320.669,1090788.738
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",257,"Polynesia",3,"Both",22,"All ages",529,1,"Number",2023,26.82587273,39.62812606,15.93854664
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",529,1,"Number",2023,1453885.384,1949977.239,1092328.8
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",529,1,"Number",2023,271475.4206,336147.6252,224812.9285
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",529,1,"Number",2023,757659.2892,1094750.328,522352.0719
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",529,1,"Number",2023,175367.1237,205662.1869,148760.384
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",529,1,"Number",2023,322414.1055,446367.1384,234159.2979
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",529,1,"Number",2023,2864.643429,3988.348022,2025.51901
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",529,1,"Number",2023,2207.831484,2743.132447,1755.161577
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",529,1,"Number",2023,32000.42115,38977.10938,26049.28748
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",529,1,"Number",2023,525664.769,846654.3283,319108.7428
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",529,1,"Number",2023,158964.8726,224695.6213,110626.1612
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",4745,"League of Arab States",3,"Both",22,"All ages",529,1,"Number",2023,36683.58071,53928.5738,24559.01996
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",529,1,"Number",2023,141314.0024,221152.9492,85992.103
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",529,1,"Number",2023,55745.61978,82866.88985,33906.54765
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",529,1,"Number",2023,151133.9612,175473.8971,129001.6521
"Appendicitis",1688840,2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",529,1,"Number",2023,412157.5603,605100.9141,276068.2555
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",512,1,"Number",2023,9043.761124,13516.00019,5948.236702
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",512,1,"Number",2023,30113.23634,35649.65289,25257.66996
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",512,1,"Number",2023,6563.398901,16317.63539,2110.458711
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",512,1,"Number",2023,2023.741927,2412.045498,1696.172929
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",512,1,"Number",2023,2837.191822,5604.971755,1317.185113
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",512,1,"Number",2023,5265.307869,11819.29968,1387.102783
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",512,1,"Number",2023,2056.847666,2562.724922,1618.534293
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",512,1,"Number",2023,44643.24248,56679.91018,36190.25895
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",252,"Micronesia",3,"Both",22,"All ages",512,1,"Number",2023,0.76823597,1.151245458,0.492545228
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",512,1,"Number",2023,57870.78574,78584.4462,46667.38862
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",251,"Melanesia",3,"Both",22,"All ages",512,1,"Number",2023,8.790245729,16.90403215,5.441221661
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",512,1,"Number",2023,57870.78574,78584.4462,46667.38862
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",257,"Polynesia",3,"Both",22,"All ages",512,1,"Number",2023,0.495605706,0.851955832,0.27666852
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",512,1,"Number",2023,57346.72508,78062.38095,46224.98391
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",512,1,"Number",2023,9218.079111,14088.25639,6235.935755
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",512,1,"Number",2023,37025.80728,43852.91323,31282.57816
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",512,1,"Number",2023,3422.302192,7534.761333,1229.364926
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",512,1,"Number",2023,4480.920196,13661.25643,924.0869371
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",512,1,"Number",2023,730.9370445,893.3044597,590.1249391
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",512,1,"Number",2023,8293.765313,18946.64241,3177.602122
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",512,1,"Number",2023,9106.461412,10771.45088,7850.162687
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",512,1,"Number",2023,3723.724295,6642.021462,2234.006615
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",512,1,"Number",2023,523.7656359,963.173022,269.2010882
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",4745,"League of Arab States",3,"Both",22,"All ages",512,1,"Number",2023,2246.66427,4708.940687,999.6662068
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",512,1,"Number",2023,17896.49721,29419.58923,11803.56025
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",512,1,"Number",2023,1079.525768,3862.878255,69.79903563
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",512,1,"Number",2023,31271.7486,36762.72588,26265.42465
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",512,1,"Number",2023,59.2754917,96.79218454,37.37701978
"Asbestosis",0,2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",512,1,"Number",2023,6057.366541,12315.91007,3014.02216
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",361,1,"Number",2023,732.29121,1275.548153,417.279488
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",361,1,"Number",2023,429680.7046,537897.7033,318203.4864
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",361,1,"Number",2023,43539.30912,71298.53284,26794.58138
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",361,1,"Number",2023,17554.71858,28028.61961,10748.92617
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",361,1,"Number",2023,213990.7867,335585.5411,138334.4603
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",361,1,"Number",2023,94196.93286,159349.3845,53196.85962
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",361,1,"Number",2023,3427.467322,6107.789836,1806.720586
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",361,1,"Number",2023,174375.8108,266225.152,115431.0982
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",361,1,"Number",2023,802453.3384,1139984.267,587571.977
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",252,"Micronesia",3,"Both",22,"All ages",361,1,"Number",2023,32.44529271,46.4843689,21.82277536
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",251,"Melanesia",3,"Both",22,"All ages",361,1,"Number",2023,4137.252325,6002.676296,2900.065218
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",361,1,"Number",2023,802453.3384,1139984.267,587571.977
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",361,1,"Number",2023,802173.5359,1139485.642,587383.0312
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",257,"Polynesia",3,"Both",22,"All ages",361,1,"Number",2023,12.4197579,18.94127725,6.656918484
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",361,1,"Number",2023,28973.7685,50750.2472,15582.28755
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",361,1,"Number",2023,102135.9325,154465.4553,69372.5465
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",361,1,"Number",2023,451162.4206,578440.3726,336246.951
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",361,1,"Number",2023,164982.1417,258941.6962,107189.7777
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",361,1,"Number",2023,434354.6403,543530.4089,322696.007
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",361,1,"Number",2023,0.019428219,0.027369721,0.011117103
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",361,1,"Number",2023,7.063825784,8.327072923,5.939136997
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",361,1,"Number",2023,55200.25272,86721.07992,35108.98095
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",4745,"League of Arab States",3,"Both",22,"All ages",361,1,"Number",2023,17670.94564,22412.47148,13132.9957
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",361,1,"Number",2023,189740.5784,294524.2721,123406.3541
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",361,1,"Number",2023,176292.4416,225706.3283,124659.8277
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",361,1,"Number",2023,8458.551113,13498.30245,5385.874842
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",361,1,"Number",2023,311439.8562,441159.2572,217730.0778
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",361,1,"Number",2023,176.8241626,262.086454,113.9125738
"Ascariasis",0,2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",361,1,"Number",2023,385810.3565,514727.3362,291022.3854
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",515,1,"Number",2023,5952345.013,7846210.477,4449540.403
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",515,1,"Number",2023,3895699.303,5408306.27,2580916.76
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",515,1,"Number",2023,4343358.602,5785826.389,3243106.186
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",515,1,"Number",2023,1908937.48,2653345.76,1290361.895
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",515,1,"Number",2023,1816666.563,2410261.761,1300735.972
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",515,1,"Number",2023,7100134.545,10751317.64,4874579.809
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",515,1,"Number",2023,829639.8679,1121901.115,563820.8545
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",515,1,"Number",2023,14360751.58,19003153.71,10729099.13
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",252,"Micronesia",3,"Both",22,"All ages",515,1,"Number",2023,2294.544093,3053.30017,1706.29048
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",515,1,"Number",2023,25823725.38,33859947.22,19652914.71
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",251,"Melanesia",3,"Both",22,"All ages",515,1,"Number",2023,68851.71469,95839.90571,47708.21963
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",257,"Polynesia",3,"Both",22,"All ages",515,1,"Number",2023,1989.211831,2790.186977,1447.169696
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",515,1,"Number",2023,25733235.51,33740917.8,19585500.58
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",515,1,"Number",2023,25823725.38,33859947.22,19652914.71
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",515,1,"Number",2023,4208474.621,5541703.325,3153993.958
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",515,1,"Number",2023,6912911.64,9594983.816,4672596.504
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",515,1,"Number",2023,4653912.141,6656258.317,3334424.428
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",515,1,"Number",2023,6547140.189,9060692.154,4768729.929
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",515,1,"Number",2023,101164.4297,137027.2483,67237.21009
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",515,1,"Number",2023,5049483.838,6625316.667,3758799.349
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",515,1,"Number",2023,1286354.487,1771732.311,824233.196
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",515,1,"Number",2023,3501364.508,4615120.478,2643176.103
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",515,1,"Number",2023,3380410.505,4477588.117,2603516.133
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",4745,"League of Arab States",3,"Both",22,"All ages",515,1,"Number",2023,1342058.272,1772123.975,970855.485
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",515,1,"Number",2023,10278111.36,14424360.83,7538528.972
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",515,1,"Number",2023,1331251.131,1733201.641,988319.2287
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",515,1,"Number",2023,4566098.723,6317820.562,3027212.774
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",515,1,"Number",2023,177887.6568,240809.5942,119261.8399
"Asthma",436898124,2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",515,1,"Number",2023,7101131.314,9326485.472,5442267.986
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",977,1,"Number",2023,4210092.022,7408713.108,2134463.038
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",977,1,"Number",2023,737713.8736,1301422.915,367037.6793
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",977,1,"Number",2023,1789911.739,3136091.221,877395.8121
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",977,1,"Number",2023,325571.2053,574441.8714,162600.9613
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",977,1,"Number",2023,1134589.326,2013169.513,558247.2193
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",977,1,"Number",2023,1131170.598,2004275.346,563857.9642
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",977,1,"Number",2023,720722.1283,1270211.793,357100.5551
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",251,"Melanesia",3,"Both",22,"All ages",977,1,"Number",2023,36713.51309,64041.95602,18687.02198
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",977,1,"Number",2023,2145305.412,3812732.332,1075450.663
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",977,1,"Number",2023,2003395.415,3552457.576,993564.9359
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",977,1,"Number",2023,11053994.42,19499221.77,5528730.385
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",977,1,"Number",2023,10992849.26,19391070.79,5497810.685
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",977,1,"Number",2023,11053994.42,19499221.77,5528730.385
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",252,"Micronesia",3,"Both",22,"All ages",977,1,"Number",2023,1142.417201,2016.333485,579.0426901
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",977,1,"Number",2023,3051464.261,5386350.789,1535712.75
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",977,1,"Number",2023,2302865.546,4063125.257,1156974.497
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",977,1,"Number",2023,1471034.035,2589477.139,727925.6108
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",977,1,"Number",2023,2055109.784,3630375.87,1010991.698
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",977,1,"Number",2023,5949355.33,10466306.19,2985354.29
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",977,1,"Number",2023,2173560.137,3829961.715,1093292.221
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",977,1,"Number",2023,496925.5064,878071.1627,245547.2649
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",4745,"League of Arab States",3,"Both",22,"All ages",977,1,"Number",2023,1507570.355,2668684.118,756499.0288
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",257,"Polynesia",3,"Both",22,"All ages",977,1,"Number",2023,1114.487486,1960.777002,565.4979739
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",977,1,"Number",2023,2641407.869,4647904.225,1298865.346
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",977,1,"Number",2023,24801.54999,43087.47618,12397.56435
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",977,1,"Number",2023,160619.1304,284516.7218,81191.6379
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",977,1,"Number",2023,296450.5665,524559.9635,146709.3598
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",977,1,"Number",2023,1492995.588,2622819.969,755270.0808
"Atopic dermatitis",9778209,2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",977,1,"Number",2023,3942392.401,6977394.046,1961753.938
"Atrial fibrillation and flutter",79480560,2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",500,1,"Number",2023,3247188.352,3952231.123,2679719.502
"Atrial fibrillation and flutter",79480560,2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",500,1,"Number",2023,348355.7423,448852.1238,262070.8414
"Atrial fibrillation and flutter",79480560,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",500,1,"Number",2023,765941.3725,972919.9411,621706.8658
"Atrial fibrillation and flutter",79480560,2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",500,1,"Number",2023,324272.2395,411174.8836,255317.4297
"Atrial fibrillation and flutter",79480560,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",500,1,"Number",2023,2446017.581,3209002.131,1937616.352
"Atrial fibrillation and flutter",79480560,2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",500,1,"Number",2023,1351947.502,1764123.863,1034264.117
"Atrial fibrillation and flutter",79480560,2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",500,1,"Number",2023,782003.4403,981361.2682,642494.1652
